mood_score,stress_level,energy_level,sleep_hours,sleep_quality,focus_level,motivation_level,restlessness_level,work_study_pressure,physical_activity_minutes,hydration_cups,social_withdrawal,burnout_score,burnout_risk,stress_score,stress_class,mood_wellbeing_score,mood_class
2,1,4,7.5,5,3,4,5,2,43,6,4,41.93,mild,51.75,moderate,81.62,good
3,5,3,5.8,2,1,3,4,2,81,8,5,61.77,moderate,60.74,moderate,37.09,low
3,3,2,7.1,2,3,4,3,2,55,12,5,43.92,mild,52.83,moderate,48.93,neutral
4,4,5,4.4,2,4,5,3,5,70,2,4,63.23,moderate,85.59,high,56.35,neutral
4,1,5,6.3,5,5,1,5,2,109,9,3,42.49,mild,19.09,low,72.55,good
5,5,2,8.1,5,4,5,2,5,39,11,3,40.79,mild,45.98,mild,59.97,neutral
2,1,1,7.9,4,2,2,5,1,98,7,4,56.94,moderate,35.16,mild,42.59,neutral
3,5,1,5.4,3,4,3,3,4,35,8,1,67.91,moderate,53.74,moderate,35.77,low
3,4,1,4.7,1,1,5,1,1,38,6,3,64.54,moderate,44.2,mild,52.16,neutral
5,2,5,6.8,5,3,2,4,2,3,2,2,28.66,mild,30.01,mild,74.53,good
2,1,3,7.8,1,3,5,2,1,41,12,3,25.54,mild,28.33,low,56.02,neutral
3,4,4,7.5,1,1,3,3,2,70,3,5,45.97,moderate,58.83,moderate,52.09,neutral
1,1,2,5.9,4,1,1,5,3,77,5,3,45.82,moderate,50.39,moderate,34.94,low
5,4,5,7.3,1,5,5,4,5,52,12,3,54.98,moderate,72.85,high,70.17,good
2,4,4,9.5,1,2,1,4,4,43,0,3,68.18,moderate,66.7,moderate,21.3,low
2,2,4,7.2,3,1,4,1,4,27,5,2,31.66,mild,53.64,moderate,62.9,neutral
3,2,3,3.9,1,3,3,5,3,109,7,4,63.27,moderate,62.04,moderate,37.78,low
3,2,4,7.2,2,2,1,2,2,46,3,2,36.74,mild,32.43,mild,43.39,neutral
5,2,3,10.5,4,5,3,1,2,37,8,5,24.46,low,20.57,low,65.59,good
3,1,2,4.5,1,5,2,5,1,113,6,1,58.41,moderate,40.65,mild,41.51,neutral
3,2,3,6.9,4,5,1,1,4,77,3,2,26.34,mild,43.95,mild,45.83,neutral
1,4,2,6.4,1,2,3,2,4,102,2,4,69.72,moderate,71.57,high,17.88,low
1,2,5,7.0,4,5,1,1,3,47,3,1,29.28,mild,16.57,low,55.23,neutral
2,4,4,7.1,1,2,3,4,3,52,10,3,50.63,moderate,58.89,moderate,45.14,neutral
5,5,4,8.9,4,2,2,5,2,88,6,2,37.35,mild,55.96,moderate,31.86,low
5,4,4,7.0,4,5,5,3,5,118,10,5,38.09,mild,47.41,mild,77.06,good
4,3,3,9.1,4,4,5,5,5,95,9,1,34.56,mild,64.05,moderate,66.8,good
4,2,5,6.6,2,1,5,5,3,55,10,3,42.73,mild,63.15,moderate,56.08,neutral
2,5,2,6.2,2,5,5,5,4,72,11,3,60.01,moderate,63.77,moderate,60.46,neutral
1,2,3,5.6,5,1,1,1,2,42,8,5,46.72,moderate,40.66,mild,40.92,neutral
1,3,1,3.5,4,4,3,2,1,55,4,3,45.89,moderate,18.59,low,55.35,neutral
2,3,2,7.3,1,3,2,2,2,46,9,1,59.64,moderate,44.62,mild,21.33,low
2,4,3,10.5,1,1,1,4,5,12,12,5,85.0,elevated,100.0,high,0.0,low
1,3,3,7.6,2,4,2,5,3,105,4,1,47.47,moderate,58.61,moderate,41.37,neutral
2,4,5,8.0,4,4,3,2,5,16,6,4,37.64,mild,52.13,moderate,69.13,good
1,5,4,6.1,2,5,2,4,2,32,11,2,41.51,mild,51.9,moderate,63.85,neutral
4,2,3,6.4,5,4,1,1,3,30,7,1,39.04,mild,10.98,low,55.33,neutral
5,5,3,8.6,3,4,3,3,1,26,1,1,48.32,moderate,37.65,mild,63.22,neutral
4,1,4,10.4,5,5,1,4,4,60,4,5,46.77,moderate,48.88,mild,60.29,neutral
3,5,4,9.5,5,5,1,2,2,116,3,5,48.63,moderate,46.57,mild,61.48,neutral
3,1,2,8.2,3,3,3,1,1,39,6,4,37.95,mild,16.29,low,55.7,neutral
2,5,3,6.9,5,1,1,3,2,88,12,5,68.55,moderate,48.02,mild,30.47,low
1,2,3,7.2,3,2,5,4,4,88,10,5,49.36,moderate,54.0,moderate,37.25,low
3,5,1,5.4,1,4,5,5,5,92,12,2,64.05,moderate,77.31,high,32.73,low
3,1,5,4.2,2,1,5,4,5,75,9,4,38.52,mild,76.15,high,60.2,neutral
1,3,3,4.8,3,1,1,4,2,89,6,3,66.36,moderate,41.33,mild,26.56,low
3,5,2,6.9,5,2,3,3,3,92,8,1,55.81,moderate,47.92,mild,55.71,neutral
2,1,4,6.3,5,5,5,5,3,82,6,3,26.11,mild,34.09,mild,71.03,good
1,2,4,4.2,1,2,3,5,4,67,0,1,57.92,moderate,70.25,high,36.34,low
4,1,5,6.7,1,5,2,5,4,11,1,4,37.39,mild,63.26,moderate,51.19,neutral
3,2,1,6.2,3,5,5,5,1,61,7,2,41.97,mild,45.07,mild,53.41,neutral
4,2,3,4.7,3,2,2,3,1,91,8,1,27.23,mild,42.14,mild,44.27,neutral
4,4,1,6.1,4,2,5,5,3,41,3,4,45.92,moderate,72.42,high,23.13,low
5,2,3,6.2,2,5,1,4,3,30,0,2,30.6,mild,42.23,mild,48.71,neutral
5,1,3,5.7,5,4,4,4,5,71,0,3,30.96,mild,71.85,high,59.55,neutral
4,1,3,8.5,3,4,1,4,5,16,4,1,43.39,mild,54.12,moderate,30.94,low
5,5,5,3.4,2,5,5,1,1,87,11,1,24.56,low,12.5,low,100.0,good
3,5,3,3.2,3,1,2,5,3,118,5,5,81.53,elevated,69.36,moderate,24.69,low
5,2,3,6.8,5,2,1,2,3,58,12,3,46.01,moderate,30.78,mild,40.88,neutral
4,1,1,7.0,2,4,5,4,3,3,11,3,39.57,mild,52.57,moderate,38.81,low
4,1,2,7.5,3,1,5,5,1,32,11,4,42.23,mild,41.95,mild,56.33,neutral
5,5,5,5.8,5,5,5,1,5,3,12,4,29.61,mild,44.6,mild,97.72,good
3,4,3,5.1,1,3,3,2,1,55,3,1,41.85,mild,8.28,low,61.92,neutral
4,4,5,6.8,3,2,1,5,5,37,12,5,62.17,moderate,84.3,high,47.34,neutral
2,2,3,6.0,4,2,2,2,5,93,12,4,51.03,moderate,50.86,moderate,35.47,low
5,4,3,9.6,5,1,1,4,5,102,10,2,48.52,moderate,60.71,moderate,47.38,neutral
4,1,3,6.2,1,3,1,3,1,52,2,2,48.44,moderate,32.0,mild,35.69,low
4,4,3,6.7,4,5,1,5,3,118,3,1,49.07,moderate,51.91,moderate,37.16,low
3,3,1,11.0,5,1,3,3,1,54,8,2,55.15,moderate,36.26,mild,40.84,neutral
5,2,1,6.4,2,3,4,3,4,14,0,2,37.9,mild,55.97,moderate,40.36,neutral
1,4,3,7.8,4,4,3,1,5,109,10,2,63.86,moderate,35.6,mild,52.34,neutral
1,4,3,8.0,3,3,2,3,3,47,5,4,57.31,moderate,56.43,moderate,44.43,neutral
3,3,3,8.1,4,4,4,3,1,107,0,2,41.64,mild,37.72,mild,73.79,good
4,1,3,7.3,2,4,2,4,2,88,3,3,29.43,mild,44.6,mild,48.28,neutral
5,1,2,7.1,1,5,3,4,1,113,5,3,30.19,mild,23.83,low,51.74,neutral
3,5,4,7.0,5,4,5,4,3,78,8,1,44.32,mild,30.06,mild,78.31,good
4,2,4,5.8,2,4,1,3,2,71,7,1,51.74,moderate,42.06,mild,44.18,neutral
3,2,1,7.4,1,2,5,1,5,28,4,1,42.6,mild,53.19,moderate,25.99,low
5,4,3,10.5,5,1,2,2,2,33,8,4,48.79,moderate,30.61,mild,47.3,neutral
4,2,4,9.0,5,1,4,3,2,39,11,4,37.82,mild,33.05,mild,59.2,neutral
3,2,4,7.3,4,1,2,5,2,37,4,1,28.33,mild,47.18,mild,47.8,neutral
5,4,2,8.3,3,5,1,4,5,71,4,4,37.08,mild,51.62,moderate,15.69,low
1,3,5,5.2,2,1,3,5,2,105,1,5,52.04,moderate,67.78,moderate,35.35,low
5,4,4,6.3,4,3,2,5,5,4,4,1,57.5,moderate,66.93,moderate,52.83,neutral
1,1,3,8.5,4,4,3,1,4,74,3,1,49.85,moderate,28.73,low,48.17,neutral
2,3,4,9.5,3,4,2,1,2,91,9,4,35.81,mild,20.67,low,57.73,neutral
5,3,5,5.4,4,1,5,3,3,53,1,2,25.08,mild,58.4,moderate,64.6,neutral
4,4,2,5.9,3,5,4,2,1,33,7,2,48.83,moderate,6.85,low,57.6,neutral
5,1,1,10.7,5,3,5,5,5,52,10,3,36.09,mild,72.24,high,48.68,neutral
4,1,3,7.0,4,1,4,3,5,100,3,1,33.04,mild,66.44,moderate,49.73,neutral
4,4,1,10.1,2,1,4,1,2,110,0,3,66.35,moderate,43.06,mild,41.87,neutral
2,4,5,7.2,4,5,1,2,1,82,8,2,46.52,moderate,23.61,low,62.18,neutral
1,5,5,7.2,2,5,3,2,3,58,7,5,59.89,moderate,33.81,mild,58.17,neutral
1,2,4,6.3,2,4,5,1,4,78,7,4,27.22,mild,41.52,mild,75.74,good
2,5,5,8.5,5,2,1,2,4,81,11,2,43.65,mild,38.63,mild,54.45,neutral
1,2,1,9.2,3,5,3,3,1,92,1,4,55.89,moderate,59.14,moderate,51.68,neutral
3,4,4,4.9,1,2,1,5,1,17,2,3,63.92,moderate,61.19,moderate,31.02,low
4,1,3,6.2,2,2,4,4,2,9,6,3,31.02,mild,59.07,moderate,52.14,neutral
5,5,2,8.4,5,4,5,1,4,41,7,4,37.99,mild,41.98,mild,46.34,neutral
3,2,2,6.6,4,2,1,3,2,31,11,2,52.14,moderate,36.81,mild,45.96,neutral
5,5,3,5.9,5,3,5,4,5,74,8,3,60.53,moderate,71.79,high,58.61,neutral
5,2,4,8.6,3,4,2,2,2,63,2,3,29.55,mild,14.62,low,48.76,neutral
5,4,1,8.8,1,1,5,3,5,111,11,4,54.14,moderate,83.3,high,18.25,low
3,3,4,6.0,1,5,1,5,5,94,5,2,53.58,moderate,79.02,high,35.39,low
2,1,5,7.2,1,1,1,1,4,17,11,5,57.61,moderate,71.7,high,33.62,low
5,1,1,4.6,4,5,4,3,1,102,3,2,37.18,mild,12.25,low,61.88,neutral
2,4,5,5.2,4,2,4,4,1,93,10,1,44.42,mild,23.85,low,64.46,neutral
3,1,4,7.0,3,3,1,4,1,46,6,3,29.83,mild,27.22,low,55.47,neutral
1,2,2,6.9,4,2,1,5,4,7,7,2,67.15,moderate,67.27,moderate,24.06,low
4,3,4,5.1,3,3,2,2,4,96,12,3,58.57,moderate,57.6,moderate,45.41,neutral
4,2,4,5.5,4,1,1,3,5,23,2,5,41.42,mild,64.01,moderate,32.44,low
1,1,4,4.9,4,1,4,5,5,26,4,1,48.82,moderate,91.85,high,57.55,neutral
2,4,1,7.6,3,3,4,5,2,56,2,1,62.87,moderate,46.76,mild,44.23,neutral
3,4,1,3.3,4,4,4,5,2,9,10,2,57.57,moderate,48.08,mild,46.66,neutral
3,4,4,5.0,2,5,3,4,4,48,11,3,48.9,moderate,60.08,moderate,52.91,neutral
5,5,2,3.4,4,5,4,2,4,29,10,1,50.04,moderate,49.16,mild,72.25,good
2,1,2,7.6,5,5,3,2,2,6,3,4,34.49,mild,24.68,low,70.69,good
5,3,3,3.6,2,4,4,4,1,109,3,4,34.05,mild,62.94,moderate,60.18,neutral
3,2,4,6.9,4,4,3,2,1,31,5,4,29.26,mild,10.14,low,70.69,good
5,5,1,9.8,1,2,4,4,5,65,10,3,69.8,moderate,68.68,moderate,43.01,neutral
2,3,5,9.8,2,5,4,3,2,98,9,5,38.18,mild,38.43,mild,75.21,good
1,1,3,3.5,4,5,4,3,4,58,12,4,38.4,mild,58.59,moderate,64.69,neutral
1,4,1,7.3,2,3,5,2,5,35,10,5,58.39,moderate,62.0,moderate,37.13,low
2,1,1,5.0,2,1,2,4,5,89,12,1,52.04,moderate,88.38,high,19.1,low
5,2,5,4.7,2,1,5,3,3,83,3,4,45.18,moderate,59.94,moderate,36.39,low
1,4,1,6.6,1,3,1,2,4,1,7,2,61.53,moderate,65.34,moderate,27.22,low
2,3,3,9.0,4,4,3,2,1,99,6,1,38.3,mild,7.69,low,56.83,neutral
1,4,4,7.9,1,3,3,3,5,14,1,1,57.5,moderate,76.36,high,40.01,neutral
5,3,3,5.5,2,5,5,4,5,89,12,1,34.04,mild,76.38,high,49.05,neutral
4,5,2,8.1,2,3,1,5,2,12,1,1,70.4,elevated,43.98,mild,24.36,low
4,3,1,2.8,5,4,2,2,2,7,11,3,47.1,moderate,33.91,mild,45.28,neutral
4,1,4,5.4,5,4,3,1,4,14,3,4,24.16,low,40.64,mild,74.86,good
4,1,3,5.3,1,5,5,5,3,89,2,3,30.67,mild,67.56,moderate,67.31,good
4,4,1,6.9,1,4,3,1,4,54,7,1,52.05,moderate,55.63,moderate,52.28,neutral
1,1,1,6.4,4,3,4,5,1,72,6,4,50.51,moderate,50.21,moderate,48.07,neutral
5,2,3,6.5,2,1,1,1,2,33,5,1,47.09,moderate,38.4,mild,34.25,low
4,1,1,6.5,4,4,5,2,4,14,11,5,32.83,mild,54.25,moderate,59.24,neutral
4,2,2,6.8,5,1,4,5,5,95,9,2,42.98,mild,58.32,moderate,35.67,low
2,3,1,7.8,1,2,1,1,1,100,7,1,51.71,moderate,25.17,low,18.02,low
5,1,4,7.1,5,3,4,1,4,101,10,2,19.48,low,23.3,low,69.06,good
2,3,4,6.3,1,1,1,4,1,7,10,5,52.64,moderate,56.47,moderate,30.23,low
1,5,4,7.5,2,4,3,1,5,111,2,5,72.6,elevated,67.05,moderate,35.47,low
5,1,1,8.3,3,2,4,1,2,65,5,3,29.66,mild,31.36,mild,53.79,neutral
2,1,2,5.8,5,3,5,4,2,23,11,5,42.01,mild,20.97,low,62.92,neutral
1,2,2,6.7,3,2,1,5,4,24,10,2,63.62,moderate,57.5,moderate,30.64,low
4,5,4,8.9,1,2,2,4,5,60,0,3,68.99,moderate,86.22,high,19.69,low
2,3,5,4.8,2,2,4,5,3,73,3,3,45.87,moderate,63.95,moderate,51.43,neutral
5,4,2,10.0,4,1,2,3,2,5,3,2,52.55,moderate,49.0,mild,32.77,low
3,1,4,4.4,3,1,4,4,5,60,6,2,64.83,moderate,65.65,moderate,47.13,neutral
1,4,3,6.2,1,4,1,5,5,29,10,3,84.29,elevated,83.75,high,25.98,low
5,1,5,5.1,3,1,1,3,3,111,6,4,39.54,mild,62.65,moderate,49.71,neutral
3,4,1,10.7,3,3,3,1,1,74,2,3,49.58,moderate,31.8,mild,46.79,neutral
2,1,5,5.9,1,1,4,2,5,44,7,1,24.56,low,62.45,moderate,45.82,neutral
4,5,3,5.9,2,3,2,4,4,51,2,3,58.23,moderate,73.36,high,53.75,neutral
3,2,2,6.1,5,4,5,5,3,101,8,5,39.48,mild,67.05,moderate,58.38,neutral
1,1,1,7.0,4,3,5,4,1,83,12,1,31.82,mild,6.93,low,51.0,neutral
4,2,5,6.2,1,4,1,3,5,46,8,5,44.91,mild,74.78,high,24.67,low
3,1,5,6.6,1,2,2,2,4,101,11,1,42.23,mild,39.84,mild,47.72,neutral
4,1,1,2.5,2,3,3,4,2,75,7,1,36.75,mild,42.76,mild,42.28,neutral
5,3,3,6.9,3,2,3,5,2,7,10,1,42.41,mild,41.06,mild,38.63,low
4,2,4,6.8,3,3,2,2,2,76,12,2,30.17,mild,30.65,mild,61.25,neutral
4,2,3,8.7,4,1,3,3,5,113,2,2,38.26,mild,67.03,moderate,43.42,neutral
2,5,1,9.2,1,2,5,3,3,104,8,5,81.67,elevated,73.17,high,20.06,low
2,1,2,6.5,1,4,2,2,5,5,3,3,57.75,moderate,65.65,moderate,35.76,low
3,2,2,8.3,4,4,2,3,4,106,1,4,39.64,mild,56.98,moderate,40.13,neutral
5,1,2,4.8,5,2,4,1,2,118,3,5,34.54,mild,22.09,low,47.99,neutral
3,3,5,8.2,1,2,3,3,3,19,1,1,34.04,mild,62.75,moderate,60.91,neutral
2,2,2,5.8,2,2,4,1,5,77,2,2,46.12,moderate,28.86,low,48.75,neutral
4,1,4,4.7,4,2,4,3,3,91,0,5,47.24,moderate,68.72,moderate,50.32,neutral
5,1,5,6.5,1,5,4,5,4,5,12,4,34.68,mild,83.4,high,62.6,neutral
5,5,4,9.3,5,4,4,1,1,100,5,1,31.37,mild,12.95,low,86.13,good
2,1,4,7.1,2,2,4,2,3,47,2,2,43.68,mild,65.77,moderate,56.46,neutral
4,4,1,9.5,3,3,3,4,3,36,4,2,60.03,moderate,36.32,mild,32.87,low
3,5,1,5.5,2,3,3,5,2,31,9,1,59.82,moderate,58.57,moderate,33.81,low
3,3,4,8.7,4,3,2,5,5,61,8,3,59.16,moderate,72.35,high,53.76,neutral
2,2,4,5.6,1,2,3,1,2,96,0,4,32.36,mild,46.07,mild,52.52,neutral
1,4,4,7.2,1,5,4,2,5,99,1,2,47.73,moderate,46.06,mild,43.83,neutral
2,5,3,7.2,3,2,4,5,1,27,7,2,52.84,moderate,45.59,mild,37.35,low
3,1,3,8.0,5,3,4,3,3,100,12,3,33.49,mild,42.02,mild,48.64,neutral
5,5,1,7.3,4,1,2,5,3,99,0,5,60.24,moderate,58.15,moderate,11.63,low
5,5,2,5.5,4,3,4,1,2,7,11,4,31.32,mild,28.44,low,51.96,neutral
1,1,3,8.4,3,5,3,1,3,37,0,5,23.0,low,23.77,low,54.88,neutral
4,1,1,9.9,1,5,2,2,5,1,6,3,48.14,moderate,59.21,moderate,27.73,low
1,4,1,5.7,3,3,1,1,3,119,2,1,58.08,moderate,41.85,mild,32.23,low
4,1,1,3.5,5,1,2,5,3,57,5,1,41.31,mild,65.94,moderate,31.11,low
2,4,2,7.7,4,4,4,5,5,32,12,1,44.83,mild,68.27,moderate,60.15,neutral
3,1,5,6.2,4,4,2,2,5,108,2,3,35.61,mild,60.45,moderate,48.09,neutral
4,4,4,6.6,2,5,1,1,1,82,8,2,46.67,moderate,24.86,low,61.17,neutral
3,2,5,7.8,3,3,2,1,4,113,4,2,35.69,mild,35.24,mild,61.88,neutral
5,1,2,6.0,4,1,5,2,5,96,8,5,48.11,moderate,69.22,moderate,35.4,low
3,1,3,6.3,4,5,1,4,5,115,0,1,37.32,mild,64.41,moderate,50.52,neutral
5,1,5,6.6,5,4,1,5,5,26,3,1,34.65,mild,46.18,mild,60.23,neutral
4,3,2,9.4,4,5,3,3,1,24,12,2,45.99,moderate,8.41,low,61.15,neutral
2,1,4,6.9,2,1,2,5,4,9,9,4,51.22,moderate,65.6,moderate,12.66,low
4,5,4,4.6,2,3,5,5,5,41,12,5,62.15,moderate,71.09,high,59.96,neutral
3,4,5,4.6,4,3,2,4,3,66,8,2,46.45,moderate,40.7,mild,62.31,neutral
3,2,5,7.1,5,2,3,1,1,68,2,2,28.78,mild,7.48,low,79.73,good
1,5,4,4.8,5,5,2,5,1,81,6,3,61.92,moderate,45.41,mild,40.62,neutral
1,4,3,4.0,4,1,2,5,2,88,11,5,71.59,elevated,58.28,moderate,33.25,low
3,4,5,7.9,3,1,2,3,5,98,8,1,50.05,moderate,50.06,moderate,35.53,low
1,1,4,8.0,5,2,2,3,1,62,6,5,24.81,low,32.38,mild,67.85,good
5,4,2,6.1,5,5,4,4,4,33,11,5,43.47,mild,51.29,moderate,49.16,neutral
5,3,4,7.3,1,1,4,3,1,53,1,2,34.56,mild,34.82,mild,64.33,neutral
4,5,3,7.1,2,3,1,2,5,105,12,4,62.28,moderate,58.41,moderate,38.12,low
4,3,2,7.9,2,1,3,4,1,98,1,4,49.72,moderate,58.31,moderate,36.02,low
3,4,3,7.9,3,2,2,4,2,110,12,1,61.72,moderate,29.52,low,53.08,neutral
1,2,4,2.5,2,3,5,1,1,65,10,3,35.93,mild,16.01,low,64.19,neutral
2,1,5,6.4,2,1,1,4,3,94,6,2,33.04,mild,65.16,moderate,33.38,low
3,1,3,7.7,1,2,3,1,4,49,6,1,28.5,mild,43.83,mild,49.13,neutral
5,5,1,6.1,1,3,2,3,3,0,0,3,57.84,moderate,70.46,high,16.48,low
2,4,5,6.9,3,1,2,1,3,90,4,4,59.94,moderate,43.18,mild,41.14,neutral
3,2,3,8.2,5,3,5,5,4,10,2,3,29.78,mild,57.34,moderate,60.43,neutral
2,4,2,6.9,2,4,3,4,3,76,9,1,44.27,mild,55.65,moderate,37.19,low
1,1,4,9.5,2,2,2,3,4,120,2,5,57.66,moderate,54.51,moderate,52.92,neutral
1,1,2,8.8,2,1,5,3,2,3,10,1,50.58,moderate,48.35,mild,54.45,neutral
2,3,2,6.6,5,3,4,4,1,88,3,2,29.01,mild,23.31,low,57.14,neutral
1,4,5,6.4,4,4,1,1,1,105,11,3,28.27,mild,23.2,low,59.74,neutral
1,5,5,2.5,4,1,3,3,1,75,4,5,56.91,moderate,39.18,mild,64.21,neutral
2,4,3,6.2,1,2,3,4,1,83,9,4,62.65,moderate,52.9,moderate,49.75,neutral
2,2,2,4.4,5,5,3,2,1,109,8,1,34.78,mild,7.78,low,70.83,good
3,5,5,7.2,1,2,2,3,1,94,12,3,44.67,mild,45.25,mild,42.64,neutral
1,3,1,7.1,5,2,5,2,1,4,6,5,52.65,moderate,22.95,low,45.51,neutral
2,5,4,8.1,5,4,5,1,4,93,4,2,43.28,mild,32.93,mild,78.23,good
3,1,3,9.3,3,3,1,5,2,91,8,5,44.64,mild,72.98,high,38.03,low
5,1,5,6.8,5,2,5,3,3,27,0,3,7.74,low,39.67,mild,73.99,good
4,1,3,10.9,5,4,5,2,1,79,12,4,16.89,low,25.67,low,86.31,good
5,5,5,7.2,3,1,2,2,5,101,8,4,67.82,moderate,86.11,high,49.22,neutral
2,1,1,4.4,4,4,3,4,2,102,0,5,45.35,moderate,50.52,moderate,45.4,neutral
3,5,4,5.8,3,2,1,1,3,105,2,4,50.77,moderate,21.61,low,47.81,neutral
3,4,1,6.1,3,5,2,3,4,94,0,3,54.45,moderate,44.49,mild,25.89,low
5,1,4,7.9,2,4,2,2,5,14,8,3,33.29,mild,47.38,mild,43.26,neutral
5,5,1,5.1,4,5,5,5,4,58,8,4,60.65,moderate,70.06,high,44.43,neutral
5,1,5,6.3,2,1,1,4,3,28,2,3,44.49,mild,62.79,moderate,41.33,neutral
4,1,4,6.5,1,1,2,4,2,8,7,1,33.46,mild,63.85,moderate,30.3,low
3,3,1,6.0,2,5,3,1,2,31,6,5,56.71,moderate,38.17,mild,45.16,neutral
3,2,5,8.3,1,2,5,1,1,110,6,2,34.75,mild,34.39,mild,70.18,good
5,2,2,8.0,5,5,5,3,2,72,8,4,19.3,low,16.38,low,76.3,good
2,1,3,8.9,2,4,5,2,4,92,11,3,35.84,mild,56.53,moderate,50.43,neutral
2,4,1,6.2,4,3,2,4,2,60,11,1,59.94,moderate,49.11,mild,42.86,neutral
5,1,1,9.0,3,1,2,4,2,43,2,5,54.08,moderate,44.14,mild,14.19,low
2,2,2,4.3,2,1,3,2,1,58,12,1,35.71,mild,32.33,mild,33.79,low
2,3,3,4.3,2,4,2,1,2,119,7,5,52.17,moderate,41.88,mild,46.61,neutral
3,3,3,4.6,5,1,1,2,1,34,2,5,50.35,moderate,33.54,mild,53.3,neutral
2,4,5,6.8,3,1,5,3,3,37,12,3,42.49,mild,66.17,moderate,59.27,neutral
5,2,1,9.0,3,2,1,2,2,102,4,5,41.18,mild,49.72,mild,10.28,low
5,4,4,5.7,4,5,1,2,5,44,5,5,55.89,moderate,58.35,moderate,43.44,neutral
2,4,1,5.9,5,4,5,2,3,109,12,5,54.08,moderate,44.7,mild,56.42,neutral
3,2,2,6.4,4,4,4,1,2,117,7,4,49.55,moderate,31.33,mild,76.7,good
5,2,1,7.8,3,4,4,4,3,7,1,5,36.66,mild,54.4,moderate,45.61,neutral
4,3,1,5.9,5,3,1,5,5,80,0,4,60.8,moderate,67.15,moderate,18.72,low
2,3,3,5.8,5,2,2,5,1,11,10,5,53.96,moderate,52.94,moderate,46.62,neutral
3,1,5,4.4,5,3,2,5,2,106,4,1,40.26,mild,34.82,mild,79.07,good
4,3,4,5.8,1,3,4,4,3,13,1,3,58.0,moderate,61.87,moderate,50.08,neutral
4,1,5,8.9,5,5,3,4,1,107,0,3,20.01,low,13.58,low,79.42,good
1,3,3,7.0,1,5,2,1,3,93,12,5,42.35,mild,49.47,mild,41.76,neutral
2,5,1,5.5,4,4,4,2,1,64,7,3,46.01,moderate,32.15,mild,63.07,neutral
5,3,2,9.0,4,5,4,4,5,25,6,3,44.13,mild,51.75,moderate,49.8,neutral
2,4,5,5.7,2,5,4,5,4,32,7,4,61.73,moderate,67.31,moderate,71.23,good
2,2,1,9.4,1,4,1,5,1,52,5,4,45.6,moderate,47.56,mild,31.0,low
2,5,1,9.3,5,5,4,4,3,102,12,3,46.39,moderate,50.38,moderate,61.66,neutral
1,5,5,6.9,5,1,2,1,2,108,7,5,58.89,moderate,43.82,mild,59.21,neutral
1,5,1,4.1,1,1,2,5,3,60,8,5,76.21,elevated,77.73,high,0.0,low
2,4,5,10.9,4,3,5,2,3,28,11,4,38.26,mild,17.22,low,76.21,good
5,4,4,7.5,1,1,3,1,5,68,0,5,61.49,moderate,80.38,high,31.4,low
1,3,4,6.2,3,2,4,4,1,100,4,1,42.57,mild,36.22,mild,57.52,neutral
2,5,3,8.5,2,1,2,1,3,65,10,3,59.34,moderate,47.22,mild,34.59,low
1,5,1,8.1,4,5,5,2,5,107,1,1,67.43,moderate,51.24,moderate,63.08,neutral
3,3,3,9.2,3,4,2,4,1,1,4,4,38.37,mild,34.75,mild,45.27,neutral
2,1,5,5.6,3,1,1,5,2,60,2,1,34.01,mild,47.71,mild,34.5,low
4,1,5,7.4,4,4,2,5,4,5,9,3,44.66,mild,54.98,moderate,51.08,neutral
3,2,3,4.7,3,4,1,1,1,74,10,4,41.34,mild,27.88,low,63.52,neutral
4,1,5,8.0,1,2,3,1,2,74,3,4,35.2,mild,49.3,mild,59.89,neutral
4,2,4,6.8,3,5,1,5,5,37,8,1,38.07,mild,77.94,high,39.09,low
3,1,1,7.3,4,5,2,2,3,96,9,3,32.84,mild,34.49,mild,55.56,neutral
5,5,4,6.5,3,5,4,1,1,115,11,4,26.84,mild,15.98,low,74.58,good
3,1,4,6.3,1,1,1,3,5,55,12,5,56.21,moderate,91.11,high,40.47,neutral
5,4,3,5.2,1,3,3,4,3,52,5,5,62.21,moderate,59.85,moderate,39.85,low
5,2,4,8.2,2,4,4,5,3,23,1,5,39.22,mild,77.02,high,60.02,neutral
3,1,5,9.5,4,3,3,3,5,3,9,2,45.08,moderate,60.96,moderate,69.45,good
4,4,3,5.8,2,3,1,4,2,49,7,4,60.08,moderate,50.96,moderate,46.39,neutral
2,5,2,7.8,5,2,1,3,2,53,5,1,47.48,moderate,19.82,low,38.49,low
5,4,5,7.6,2,3,5,5,3,92,7,2,35.81,mild,64.32,moderate,78.45,good
4,5,5,6.8,3,4,4,3,2,104,8,2,34.22,mild,31.22,mild,70.51,good
5,3,4,4.1,4,1,2,4,1,13,3,3,50.93,moderate,42.7,mild,47.61,neutral
2,4,4,4.5,4,4,5,5,1,18,4,5,52.76,moderate,29.29,low,74.07,good
4,1,1,5.4,1,4,1,5,2,67,4,5,51.89,moderate,58.82,moderate,26.11,low
3,5,3,2.9,1,1,1,3,1,45,6,5,80.31,elevated,51.88,moderate,23.36,low
1,4,1,9.3,1,4,5,3,3,84,8,5,48.07,moderate,62.97,moderate,54.96,neutral
1,2,3,7.5,5,3,4,3,5,39,0,1,37.57,mild,46.59,mild,71.61,good
3,2,5,6.7,1,2,3,1,2,50,3,5,35.03,mild,20.58,low,54.57,neutral
